shot_id,batch,clip,clip_title,scene_id,camera,asset_type,priority,pure_prompt,negative_prompt,story_stage,stage_name,spatial_lock
MSB076,B03,09,四人堵路,SCN_ALLEY,CAM_ALLEY_02_BLOCKED,keyframe,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B03/WB2_ALLEY_MSB076.png. Panel MSB076, Clip 09 四人堵路, time 02:14. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_02_BLOCKED. Shot size: 全景. Beat: 混混四人亮相. Visual focus: 彬子带三人从小路前方堵住去路，四人剪影差异明显. Character focus: 混混四人. Expression: 彬子凶，高杆冷，大海等命令，小齐兴奋. Blocking and motion: locked-off. Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄. Story stage: S2_EXIT_TO_STANDOFF / exit and danger premonition. Character stage lock: Happy afterglow drains away; the brothers sense danger before the alley blockade.. Wardrobe state: The brothers are still mostly clean; clothes can wrinkle and bags can swing, but no fight dirt.. Emotion state: The mood shifts from pride to alertness and unease.. Environment stage lock: Arcade exit to damp secluded path; warm door light falls behind them, shadows begin to appear.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 站位混乱、翻轴、立刻开打、额外人群、女生. Do not make the brothers already beaten, muddy, heroic, or inside the abandoned corridor.",S2_EXIT_TO_STANDOFF,exit and danger premonition,"Follow whitebox_renders_v2/B03/WB2_ALLEY_MSB076.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB077,B03,09,四人堵路,SCN_ALLEY,CAM_ALLEY_02_BLOCKED,storyboard,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B03/WB2_ALLEY_MSB077.png. Panel MSB077, Clip 09 四人堵路, time 02:15. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_02_BLOCKED. Shot size: 中景. Beat: 彬子向前半步. Visual focus: 彬子短小身形向前压，下巴顶出，手拽腰包. Character focus: 彬子. Expression: 受辱后的凶. Blocking and motion: 向前半步后停. Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄. Story stage: S2_EXIT_TO_STANDOFF / exit and danger premonition. Character stage lock: Happy afterglow drains away; the brothers sense danger before the alley blockade.. Wardrobe state: The brothers are still mostly clean; clothes can wrinkle and bags can swing, but no fight dirt.. Emotion state: The mood shifts from pride to alertness and unease.. Environment stage lock: Arcade exit to damp secluded path; warm door light falls behind them, shadows begin to appear.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 站位混乱、翻轴、立刻开打、额外人群、女生. Do not make the brothers already beaten, muddy, heroic, or inside the abandoned corridor.",S2_EXIT_TO_STANDOFF,exit and danger premonition,"Follow whitebox_renders_v2/B03/WB2_ALLEY_MSB077.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB078,B03,09,四人堵路,SCN_ALLEY,CAM_ALLEY_02_BLOCKED,storyboard,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B03/WB2_ALLEY_MSB078.png. Panel MSB078, Clip 09 四人堵路, time 02:17. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_02_BLOCKED. Shot size: 中景. Beat: 高杆封侧路. Visual focus: 高杆站在路边，长手臂横住墙边空隙. Character focus: 高杆. Expression: 半垂眼，不说话. Blocking and motion: 横臂封路. Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄. Story stage: S2_EXIT_TO_STANDOFF / exit and danger premonition. Character stage lock: Happy afterglow drains away; the brothers sense danger before the alley blockade.. Wardrobe state: The brothers are still mostly clean; clothes can wrinkle and bags can swing, but no fight dirt.. Emotion state: The mood shifts from pride to alertness and unease.. Environment stage lock: Arcade exit to damp secluded path; warm door light falls behind them, shadows begin to appear.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 站位混乱、翻轴、立刻开打、额外人群、女生. Do not make the brothers already beaten, muddy, heroic, or inside the abandoned corridor.",S2_EXIT_TO_STANDOFF,exit and danger premonition,"Follow whitebox_renders_v2/B03/WB2_ALLEY_MSB078.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB079,B03,09,四人堵路,SCN_ALLEY,CAM_ALLEY_02_BLOCKED,storyboard,B,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B03/WB2_ALLEY_MSB079.png. Panel MSB079, Clip 09 四人堵路, time 02:19. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_02_BLOCKED. Shot size: 中景. Beat: 大海堵中线. Visual focus: 大海宽脚站在路中，褪色 T 恤汗湿领口，身体像墙. Character focus: 大海. Expression: 看彬子等命令. Blocking and motion: 宽站姿不动. Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄. Story stage: S2_EXIT_TO_STANDOFF / exit and danger premonition. Character stage lock: Happy afterglow drains away; the brothers sense danger before the alley blockade.. Wardrobe state: The brothers are still mostly clean; clothes can wrinkle and bags can swing, but no fight dirt.. Emotion state: The mood shifts from pride to alertness and unease.. Environment stage lock: Arcade exit to damp secluded path; warm door light falls behind them, shadows begin to appear.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 站位混乱、翻轴、立刻开打、额外人群、女生. Do not make the brothers already beaten, muddy, heroic, or inside the abandoned corridor.",S2_EXIT_TO_STANDOFF,exit and danger premonition,"Follow whitebox_renders_v2/B03/WB2_ALLEY_MSB079.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB080,B03,09,四人堵路,SCN_ALLEY,CAM_ALLEY_02_BLOCKED,storyboard,B,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B03/WB2_ALLEY_MSB080.png. Panel MSB080, Clip 09 四人堵路, time 02:21. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_02_BLOCKED. Shot size: 中景. Beat: 小齐起哄. Visual focus: 小齐在边缘前探，嘴角快笑，手还抠袖口. Character focus: 小齐. Expression: 兴奋讨好. Blocking and motion: 换重心. Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄. Story stage: S2_EXIT_TO_STANDOFF / exit and danger premonition. Character stage lock: Happy afterglow drains away; the brothers sense danger before the alley blockade.. Wardrobe state: The brothers are still mostly clean; clothes can wrinkle and bags can swing, but no fight dirt.. Emotion state: The mood shifts from pride to alertness and unease.. Environment stage lock: Arcade exit to damp secluded path; warm door light falls behind them, shadows begin to appear.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 站位混乱、翻轴、立刻开打、额外人群、女生. Do not make the brothers already beaten, muddy, heroic, or inside the abandoned corridor.",S2_EXIT_TO_STANDOFF,exit and danger premonition,"Follow whitebox_renders_v2/B03/WB2_ALLEY_MSB080.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB081,B03,09,四人堵路,SCN_ALLEY,CAM_ALLEY_02_BLOCKED,keyframe,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B03/WB2_ALLEY_MSB081.png. Panel MSB081, Clip 09 四人堵路, time 02:23. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_02_BLOCKED. Shot size: 全景. Beat: 阿磊挡弟弟. Visual focus: 阿磊迈到小川和小满前面，三兄弟左侧队形收紧. Character focus: 阿磊/三兄弟. Expression: 强撑，怕但要挡. Blocking and motion: 身体挡前. Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄. Story stage: S2_EXIT_TO_STANDOFF / exit and danger premonition. Character stage lock: Happy afterglow drains away; the brothers sense danger before the alley blockade.. Wardrobe state: The brothers are still mostly clean; clothes can wrinkle and bags can swing, but no fight dirt.. Emotion state: The mood shifts from pride to alertness and unease.. Environment stage lock: Arcade exit to damp secluded path; warm door light falls behind them, shadows begin to appear.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 站位混乱、翻轴、立刻开打、额外人群、女生. Do not make the brothers already beaten, muddy, heroic, or inside the abandoned corridor.",S2_EXIT_TO_STANDOFF,exit and danger premonition,"Follow whitebox_renders_v2/B03/WB2_ALLEY_MSB081.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB082,B03,09,四人堵路,SCN_ALLEY,CAM_ALLEY_02_BLOCKED,storyboard,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B03/WB2_ALLEY_MSB082.png. Panel MSB082, Clip 09 四人堵路, time 02:24. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_02_BLOCKED. Shot size: 中景. Beat: 小川被遮住半个. Visual focus: 小川站在阿磊背后半个身位，眼睛越过哥哥看彬子. Character focus: 小川. Expression: 紧张，理解危险. Blocking and motion: 攥书包带. Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄. Story stage: S2_EXIT_TO_STANDOFF / exit and danger premonition. Character stage lock: Happy afterglow drains away; the brothers sense danger before the alley blockade.. Wardrobe state: The brothers are still mostly clean; clothes can wrinkle and bags can swing, but no fight dirt.. Emotion state: The mood shifts from pride to alertness and unease.. Environment stage lock: Arcade exit to damp secluded path; warm door light falls behind them, shadows begin to appear.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 站位混乱、翻轴、立刻开打、额外人群、女生. Do not make the brothers already beaten, muddy, heroic, or inside the abandoned corridor.",S2_EXIT_TO_STANDOFF,exit and danger premonition,"Follow whitebox_renders_v2/B03/WB2_ALLEY_MSB082.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB083,B03,09,四人堵路,SCN_ALLEY,CAM_ALLEY_02_BLOCKED,storyboard,B,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B03/WB2_ALLEY_MSB083.png. Panel MSB083, Clip 09 四人堵路, time 02:26. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_02_BLOCKED. Shot size: 中景. Beat: 小满靠墙. Visual focus: 小满退到墙边，抓衣角，脚尖内扣，不知道该跑还是站. Character focus: 小满. Expression: 茫然害怕. Blocking and motion: 僵住. Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄. Story stage: S2_EXIT_TO_STANDOFF / exit and danger premonition. Character stage lock: Happy afterglow drains away; the brothers sense danger before the alley blockade.. Wardrobe state: The brothers are still mostly clean; clothes can wrinkle and bags can swing, but no fight dirt.. Emotion state: The mood shifts from pride to alertness and unease.. Environment stage lock: Arcade exit to damp secluded path; warm door light falls behind them, shadows begin to appear.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 站位混乱、翻轴、立刻开打、额外人群、女生. Do not make the brothers already beaten, muddy, heroic, or inside the abandoned corridor.",S2_EXIT_TO_STANDOFF,exit and danger premonition,"Follow whitebox_renders_v2/B03/WB2_ALLEY_MSB083.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB084,B03,09,四人堵路,SCN_ALLEY,CAM_ALLEY_02_BLOCKED,storyboard,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B03/WB2_ALLEY_MSB084.png. Panel MSB084, Clip 09 四人堵路, time 02:28. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_02_BLOCKED. Shot size: 远景. Beat: 双方空间关系. Visual focus: 小路像被两组人堵成死巷，三兄弟后方也变暗. Character focus: 全体. Expression: 对峙凝固. Blocking and motion: 不翻轴. Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄. Story stage: S2_EXIT_TO_STANDOFF / exit and danger premonition. Character stage lock: Happy afterglow drains away; the brothers sense danger before the alley blockade.. Wardrobe state: The brothers are still mostly clean; clothes can wrinkle and bags can swing, but no fight dirt.. Emotion state: The mood shifts from pride to alertness and unease.. Environment stage lock: Arcade exit to damp secluded path; warm door light falls behind them, shadows begin to appear.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 站位混乱、翻轴、立刻开打、额外人群、女生. Do not make the brothers already beaten, muddy, heroic, or inside the abandoned corridor.",S2_EXIT_TO_STANDOFF,exit and danger premonition,"Follow whitebox_renders_v2/B03/WB2_ALLEY_MSB084.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB085,B03,09,四人堵路,SCN_ALLEY,CAM_ALLEY_02_BLOCKED,end_frame,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B03/WB2_ALLEY_MSB085.png. Panel MSB085, Clip 09 四人堵路, time 02:30. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_02_BLOCKED. Shot size: 近景. Beat: 彬子盯阿磊. Visual focus: 彬子越过小路盯住阿磊，旧街机红光记忆从脸上隐约回响. Character focus: 彬子/阿磊. Expression: 报复明确. Blocking and motion: 眼神锁定. Continuity anchors: 三兄弟左/近侧，四个混混右/远侧，彬子中心前压，高杆封边，大海堵中线，小齐边缘起哄. Story stage: S2_EXIT_TO_STANDOFF / exit and danger premonition. Character stage lock: Happy afterglow drains away; the brothers sense danger before the alley blockade.. Wardrobe state: The brothers are still mostly clean; clothes can wrinkle and bags can swing, but no fight dirt.. Emotion state: The mood shifts from pride to alertness and unease.. Environment stage lock: Arcade exit to damp secluded path; warm door light falls behind them, shadows begin to appear.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 站位混乱、翻轴、立刻开打、额外人群、女生. Do not make the brothers already beaten, muddy, heroic, or inside the abandoned corridor.",S2_EXIT_TO_STANDOFF,exit and danger premonition,"Follow whitebox_renders_v2/B03/WB2_ALLEY_MSB085.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB086,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,start_frame,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B04/WB2_ALLEY_MSB086.png. Panel MSB086, Clip 10 围殴哥哥, time 02:32. Scene lock: SCN_ALLEY. Camera reference: CAM_ALLEY_03_BROTHER_BEATEN. Shot size: 全景. Beat: 四人收拢. Visual focus: 混混四人从半圆收拢，阿磊被挤到画面中心. Character focus: 阿磊/混混四人. Expression: 阿磊强撑，四人压近. Blocking and motion: 向中心挤压. Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面. Story stage: S3_ALLEY_PRESSURE / alley pressure. Character stage lock: A Lei tries to hold himself together; Xiao Chuan shrinks back; Xiao Man freezes.. Wardrobe state: Clothes start to wrinkle and catch a little wall dust; still not fully dirty.. Emotion state: Pressure, shame, fear, and trapped breathing.. Environment stage lock: Secluded alley compresses the group; wet ground, wall, weeds, broken brick and old streetlight.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 复杂武打、血腥、英雄反击、成年人暴力、镜头乱转. Do not show the stone impact yet; do not overplay blood, gore, or triumphant violence.",S3_ALLEY_PRESSURE,alley pressure,"Follow whitebox_renders_v2/B04/WB2_ALLEY_MSB086.png; preserve axis, scale, foreground/midground/background, and subject blocking."
