shot_id,batch,clip,clip_title,scene_id,camera,asset_type,priority,pure_prompt,negative_prompt,story_stage,stage_name,spatial_lock
MSB029,B02,04,找到街霸,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,keyframe,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B02/WB2_ARCADE_MSB029.png. Panel MSB029, Clip 04 找到街霸, time 00:50. Scene lock: SCN_ARCADE. Camera reference: CAM_ARCADE_02_STREET_FIGHTER_CABINET. Shot size: 中景. Beat: 街霸机正面. Visual focus: 街头霸王街机占画面中心，屏幕和操作台磨损清楚. Character focus: 街机. Expression: 无人物，机器作为冲突种子. Blocking and motion: 固定构图. Continuity anchors: 街头霸王街机、磨损摇杆、哥哥站操作位、主角旁观、小弟弟躲后、CRT 光. Story stage: S1_ARCADE_PLAY / arcade play and humiliation. Character stage lock: The brothers are absorbed by the arcade; Binzi shifts from swagger to humiliation.. Wardrobe state: Children remain clean; CRT light changes color on clothes; bully clothes can be sweaty, not muddy.. Emotion state: Excited play turning into status pressure and embarrassment.. Environment stage lock: Low-ceiling hidden arcade, CRT glow, smoke haze, plastic curtain, cramped machine rows.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 现代格斗游戏、哥哥和老大现实打斗、主角参与对战、多人混乱. Do not add alley mud, fight injury, corridor lighting, phone booth glow, or 8-bit pixels.",S1_ARCADE_PLAY,arcade play and humiliation,"Follow whitebox_renders_v2/B02/WB2_ARCADE_MSB029.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB030,B02,04,找到街霸,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,storyboard,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B02/WB2_ARCADE_MSB030.png. Panel MSB030, Clip 04 找到街霸, time 00:51. Scene lock: SCN_ARCADE. Camera reference: CAM_ARCADE_02_STREET_FIGHTER_CABINET. Shot size: 中景. Beat: 阿磊抢到操作位. Visual focus: 阿磊站到操作位，手放在摇杆旁，下巴微扬. Character focus: 阿磊. Expression: 兴奋但故作淡定. Blocking and motion: 身体前倾，肩膀撑开. Continuity anchors: 街头霸王街机、磨损摇杆、哥哥站操作位、主角旁观、小弟弟躲后、CRT 光. Story stage: S1_ARCADE_PLAY / arcade play and humiliation. Character stage lock: The brothers are absorbed by the arcade; Binzi shifts from swagger to humiliation.. Wardrobe state: Children remain clean; CRT light changes color on clothes; bully clothes can be sweaty, not muddy.. Emotion state: Excited play turning into status pressure and embarrassment.. Environment stage lock: Low-ceiling hidden arcade, CRT glow, smoke haze, plastic curtain, cramped machine rows.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 现代格斗游戏、哥哥和老大现实打斗、主角参与对战、多人混乱. Do not add alley mud, fight injury, corridor lighting, phone booth glow, or 8-bit pixels.",S1_ARCADE_PLAY,arcade play and humiliation,"Follow whitebox_renders_v2/B02/WB2_ARCADE_MSB030.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB031,B02,04,找到街霸,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,storyboard,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B02/WB2_ARCADE_MSB031.png. Panel MSB031, Clip 04 找到街霸, time 00:53. Scene lock: SCN_ARCADE. Camera reference: CAM_ARCADE_02_STREET_FIGHTER_CABINET. Shot size: 中景. Beat: 小川靠旁边看. Visual focus: 小川站在阿磊侧后，红领巾被屏幕光照亮，手还抓书包带. Character focus: 小川. Expression: 羡慕和紧张混合. Blocking and motion: 不碰机器，只看. Continuity anchors: 街头霸王街机、磨损摇杆、哥哥站操作位、主角旁观、小弟弟躲后、CRT 光. Story stage: S1_ARCADE_PLAY / arcade play and humiliation. Character stage lock: The brothers are absorbed by the arcade; Binzi shifts from swagger to humiliation.. Wardrobe state: Children remain clean; CRT light changes color on clothes; bully clothes can be sweaty, not muddy.. Emotion state: Excited play turning into status pressure and embarrassment.. Environment stage lock: Low-ceiling hidden arcade, CRT glow, smoke haze, plastic curtain, cramped machine rows.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 现代格斗游戏、哥哥和老大现实打斗、主角参与对战、多人混乱. Do not add alley mud, fight injury, corridor lighting, phone booth glow, or 8-bit pixels.",S1_ARCADE_PLAY,arcade play and humiliation,"Follow whitebox_renders_v2/B02/WB2_ARCADE_MSB031.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB032,B02,04,找到街霸,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,storyboard,B,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B02/WB2_ARCADE_MSB032.png. Panel MSB032, Clip 04 找到街霸, time 00:55. Scene lock: SCN_ARCADE. Camera reference: CAM_ARCADE_02_STREET_FIGHTER_CABINET. Shot size: 中景. Beat: 小满躲机器后. Visual focus: 小满只露出半张脸和浅色衬衫，躲在小川身后看屏幕. Character focus: 小满. Expression: 好奇但怕人群. Blocking and motion: 贴近小川. Continuity anchors: 街头霸王街机、磨损摇杆、哥哥站操作位、主角旁观、小弟弟躲后、CRT 光. Story stage: S1_ARCADE_PLAY / arcade play and humiliation. Character stage lock: The brothers are absorbed by the arcade; Binzi shifts from swagger to humiliation.. Wardrobe state: Children remain clean; CRT light changes color on clothes; bully clothes can be sweaty, not muddy.. Emotion state: Excited play turning into status pressure and embarrassment.. Environment stage lock: Low-ceiling hidden arcade, CRT glow, smoke haze, plastic curtain, cramped machine rows.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 现代格斗游戏、哥哥和老大现实打斗、主角参与对战、多人混乱. Do not add alley mud, fight injury, corridor lighting, phone booth glow, or 8-bit pixels.",S1_ARCADE_PLAY,arcade play and humiliation,"Follow whitebox_renders_v2/B02/WB2_ARCADE_MSB032.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB033,B02,04,找到街霸,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,storyboard,B,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B02/WB2_ARCADE_MSB033.png. Panel MSB033, Clip 04 找到街霸, time 00:57. Scene lock: SCN_ARCADE. Camera reference: CAM_ARCADE_02_STREET_FIGHTER_CABINET. Shot size: 特写. Beat: 按钮手部. Visual focus: 阿磊的儿童手指放到彩色按钮上，袖口磨毛和按钮划痕同框. Character focus: 阿磊/道具. Expression: 专注. Blocking and motion: 手开始操作前的准备. Continuity anchors: 街头霸王街机、磨损摇杆、哥哥站操作位、主角旁观、小弟弟躲后、CRT 光. Story stage: S1_ARCADE_PLAY / arcade play and humiliation. Character stage lock: The brothers are absorbed by the arcade; Binzi shifts from swagger to humiliation.. Wardrobe state: Children remain clean; CRT light changes color on clothes; bully clothes can be sweaty, not muddy.. Emotion state: Excited play turning into status pressure and embarrassment.. Environment stage lock: Low-ceiling hidden arcade, CRT glow, smoke haze, plastic curtain, cramped machine rows.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 现代格斗游戏、哥哥和老大现实打斗、主角参与对战、多人混乱. Do not add alley mud, fight injury, corridor lighting, phone booth glow, or 8-bit pixels.",S1_ARCADE_PLAY,arcade play and humiliation,"Follow whitebox_renders_v2/B02/WB2_ARCADE_MSB033.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB034,B02,04,找到街霸,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,storyboard,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B02/WB2_ARCADE_MSB034.png. Panel MSB034, Clip 04 找到街霸, time 00:58. Scene lock: SCN_ARCADE. Camera reference: CAM_ARCADE_02_STREET_FIGHTER_CABINET. Shot size: 中景. Beat: 彬子进入边缘. Visual focus: 彬子从机器另一侧进入画面，黄发梢和黑夹克先被看见. Character focus: 彬子. Expression: 挑衅假笑. Blocking and motion: 下巴前顶，靠近机器. Continuity anchors: 街头霸王街机、磨损摇杆、哥哥站操作位、主角旁观、小弟弟躲后、CRT 光. Story stage: S1_ARCADE_PLAY / arcade play and humiliation. Character stage lock: The brothers are absorbed by the arcade; Binzi shifts from swagger to humiliation.. Wardrobe state: Children remain clean; CRT light changes color on clothes; bully clothes can be sweaty, not muddy.. Emotion state: Excited play turning into status pressure and embarrassment.. Environment stage lock: Low-ceiling hidden arcade, CRT glow, smoke haze, plastic curtain, cramped machine rows.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 现代格斗游戏、哥哥和老大现实打斗、主角参与对战、多人混乱. Do not add alley mud, fight injury, corridor lighting, phone booth glow, or 8-bit pixels.",S1_ARCADE_PLAY,arcade play and humiliation,"Follow whitebox_renders_v2/B02/WB2_ARCADE_MSB034.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB035,B02,04,找到街霸,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,start_frame,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B02/WB2_ARCADE_MSB035.png. Panel MSB035, Clip 04 找到街霸, time 01:00. Scene lock: SCN_ARCADE. Camera reference: CAM_ARCADE_02_STREET_FIGHTER_CABINET. Shot size: 中景. Beat: 两侧对位. Visual focus: 阿磊和彬子分别站在机器两侧，屏幕在中间，身高差和气势差清楚. Character focus: 阿磊/彬子. Expression: 阿磊装稳，彬子轻蔑. Blocking and motion: 对战站位锁定. Continuity anchors: 街头霸王街机、磨损摇杆、哥哥站操作位、主角旁观、小弟弟躲后、CRT 光. Story stage: S1_ARCADE_PLAY / arcade play and humiliation. Character stage lock: The brothers are absorbed by the arcade; Binzi shifts from swagger to humiliation.. Wardrobe state: Children remain clean; CRT light changes color on clothes; bully clothes can be sweaty, not muddy.. Emotion state: Excited play turning into status pressure and embarrassment.. Environment stage lock: Low-ceiling hidden arcade, CRT glow, smoke haze, plastic curtain, cramped machine rows.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 现代格斗游戏、哥哥和老大现实打斗、主角参与对战、多人混乱. Do not add alley mud, fight injury, corridor lighting, phone booth glow, or 8-bit pixels.",S1_ARCADE_PLAY,arcade play and humiliation,"Follow whitebox_renders_v2/B02/WB2_ARCADE_MSB035.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB036,B02,04,找到街霸,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,storyboard,B,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B02/WB2_ARCADE_MSB036.png. Panel MSB036, Clip 04 找到街霸, time 01:02. Scene lock: SCN_ARCADE. Camera reference: CAM_ARCADE_02_STREET_FIGHTER_CABINET. Shot size: 近景. Beat: 小川反应. Visual focus: 小川看见彬子，笑意收住，眼睛从屏幕移到彬子脸上. Character focus: 小川. Expression: 警觉但不懂危险. Blocking and motion: 头部小幅转移. Continuity anchors: 街头霸王街机、磨损摇杆、哥哥站操作位、主角旁观、小弟弟躲后、CRT 光. Story stage: S1_ARCADE_PLAY / arcade play and humiliation. Character stage lock: The brothers are absorbed by the arcade; Binzi shifts from swagger to humiliation.. Wardrobe state: Children remain clean; CRT light changes color on clothes; bully clothes can be sweaty, not muddy.. Emotion state: Excited play turning into status pressure and embarrassment.. Environment stage lock: Low-ceiling hidden arcade, CRT glow, smoke haze, plastic curtain, cramped machine rows.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 现代格斗游戏、哥哥和老大现实打斗、主角参与对战、多人混乱. Do not add alley mud, fight injury, corridor lighting, phone booth glow, or 8-bit pixels.",S1_ARCADE_PLAY,arcade play and humiliation,"Follow whitebox_renders_v2/B02/WB2_ARCADE_MSB036.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB037,B02,04,找到街霸,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,end_frame,B,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B02/WB2_ARCADE_MSB037.png. Panel MSB037, Clip 04 找到街霸, time 01:04. Scene lock: SCN_ARCADE. Camera reference: CAM_ARCADE_02_STREET_FIGHTER_CABINET. Shot size: 特写. Beat: 硬币入槽. Visual focus: 硬币投入街机槽，金属声和 CRT 光形成对战开始点. Character focus: 道具. Expression: 无人物，仪式感. Blocking and motion: 手离开硬币槽. Continuity anchors: 街头霸王街机、磨损摇杆、哥哥站操作位、主角旁观、小弟弟躲后、CRT 光. Story stage: S1_ARCADE_PLAY / arcade play and humiliation. Character stage lock: The brothers are absorbed by the arcade; Binzi shifts from swagger to humiliation.. Wardrobe state: Children remain clean; CRT light changes color on clothes; bully clothes can be sweaty, not muddy.. Emotion state: Excited play turning into status pressure and embarrassment.. Environment stage lock: Low-ceiling hidden arcade, CRT glow, smoke haze, plastic curtain, cramped machine rows.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 现代格斗游戏、哥哥和老大现实打斗、主角参与对战、多人混乱. Do not add alley mud, fight injury, corridor lighting, phone booth glow, or 8-bit pixels.",S1_ARCADE_PLAY,arcade play and humiliation,"Follow whitebox_renders_v2/B02/WB2_ARCADE_MSB037.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB038,B02,05,哥哥打赢老大,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,start_frame,A,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B02/WB2_ARCADE_MSB038.png. Panel MSB038, Clip 05 哥哥打赢老大, time 01:06. Scene lock: SCN_ARCADE. Camera reference: CAM_ARCADE_03_DUEL_OVER_SHOULDER. Shot size: 过肩中景. Beat: 对战开局肩背. Visual focus: 阿磊左前景肩背、彬子右侧，街霸屏幕夹在中间. Character focus: 阿磊/彬子. Expression: 双方专注，彬子假笑. Blocking and motion: 镜头固定在屏幕和肩背之间. Continuity anchors: 哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观. Story stage: S1_ARCADE_PLAY / arcade play and humiliation. Character stage lock: The brothers are absorbed by the arcade; Binzi shifts from swagger to humiliation.. Wardrobe state: Children remain clean; CRT light changes color on clothes; bully clothes can be sweaty, not muddy.. Emotion state: Excited play turning into status pressure and embarrassment.. Environment stage lock: Low-ceiling hidden arcade, CRT glow, smoke haze, plastic curtain, cramped machine rows.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 现实拳脚打斗、主角参与对战、屏幕变现代游戏、胜利过度欢乐. Do not add alley mud, fight injury, corridor lighting, phone booth glow, or 8-bit pixels.",S1_ARCADE_PLAY,arcade play and humiliation,"Follow whitebox_renders_v2/B02/WB2_ARCADE_MSB038.png; preserve axis, scale, foreground/midground/background, and subject blocking."
MSB039,B02,05,哥哥打赢老大,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,storyboard,B,"Create a pure cinematic film still for AIGC video generation, 16:9 landscape, high-resolution, photoreal Chinese dreamcore realism, 1990s small-town China, humid yellowed childhood memory, low light, restrained VHS grain, real old clothes, lived-in surfaces, no visible text or annotations. Use the whitebox reference for composition and spatial relationship: whitebox_renders_v2/B02/WB2_ARCADE_MSB039.png. Panel MSB039, Clip 05 哥哥打赢老大, time 01:07. Scene lock: SCN_ARCADE. Camera reference: CAM_ARCADE_03_DUEL_OVER_SHOULDER. Shot size: 特写. Beat: 阿磊快速按键. Visual focus: 阿磊手指在彩色按钮上快速动作，袖口磨毛明显. Character focus: 阿磊/道具. Expression: 手部紧张兴奋. Blocking and motion: 只拍手和按钮. Continuity anchors: 哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观. Story stage: S1_ARCADE_PLAY / arcade play and humiliation. Character stage lock: The brothers are absorbed by the arcade; Binzi shifts from swagger to humiliation.. Wardrobe state: Children remain clean; CRT light changes color on clothes; bully clothes can be sweaty, not muddy.. Emotion state: Excited play turning into status pressure and embarrassment.. Environment stage lock: Low-ceiling hidden arcade, CRT glow, smoke haze, plastic curtain, cramped machine rows.. Identity locks: A Lei is the tall older brother with old thin metal-frame glasses, a blue worn tracksuit, protective posture, and a habit of pushing his glasses. Xiao Chuan is the middle/protagonist boy with round eyes, a slightly protruding right ear, half-open mouth, red scarf, blue school jacket and green schoolbag, often gripping the bag straps. Xiao Man is the smallest younger brother with a round head, rounder body, timid downcast eyes, warm old vest or pale shirt, hands gripping his hem, toes turned inward. Binzi is the short bully boss with dyed yellow hair and a compact aggressive body. The other three bullies must have distinct tall-thin, heavy, and errand-runner silhouettes. The image must look like a final movie frame or clean keyframe, not a storyboard drawing.","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no watermark. Avoid modern phones, modern cars, LED shop signs, polished mall interiors, fashionable contemporary clothes, glossy advertisement lighting, heroic violence, gore, blood focus, glamorized fighting, or characters looking like adults. Avoid panel-specific problems: 现实拳脚打斗、主角参与对战、屏幕变现代游戏、胜利过度欢乐. Do not add alley mud, fight injury, corridor lighting, phone booth glow, or 8-bit pixels.",S1_ARCADE_PLAY,arcade play and humiliation,"Follow whitebox_renders_v2/B02/WB2_ARCADE_MSB039.png; preserve axis, scale, foreground/midground/background, and subject blocking."
