panel_id,batch,clip,clip_title,scene_id,whitebox_required,whitebox_id,planned_whitebox_path,reason,source_camera,layout_focus,character_blocking,pose_or_path,status
MSB028,B01,03,游戏厅入口,SCN_ARCADE,yes,WB2_ARCADE_MSB028,whitebox_renders_v2/B01/WB2_ARCADE_MSB028.png,同场景前进路径和入口/阴影关系需要锁定,CAM_ARCADE_01_ENTRANCE_WIDE,远处一台街头霸王机器的屏幕更亮，像目标点,环境/道具,镜头停在机器方向,planned_panel_whitebox
MSB029,B02,04,找到街霸,SCN_ARCADE,yes,WB2_ARCADE_MSB029,whitebox_renders_v2/B02/WB2_ARCADE_MSB029.png,街霸机、阿磊、彬子站位需要锁定,CAM_ARCADE_02_STREET_FIGHTER_CABINET,街头霸王街机占画面中心，屏幕和操作台磨损清楚,街机,固定构图,planned_panel_whitebox
MSB030,B02,04,找到街霸,SCN_ARCADE,yes,WB2_ARCADE_MSB030,whitebox_renders_v2/B02/WB2_ARCADE_MSB030.png,街霸机、阿磊、彬子站位需要锁定,CAM_ARCADE_02_STREET_FIGHTER_CABINET,阿磊站到操作位，手放在摇杆旁，下巴微扬,阿磊,身体前倾，肩膀撑开,planned_panel_whitebox
MSB031,B02,04,找到街霸,SCN_ARCADE,yes,WB2_ARCADE_MSB031,whitebox_renders_v2/B02/WB2_ARCADE_MSB031.png,街霸机、阿磊、彬子站位需要锁定,CAM_ARCADE_02_STREET_FIGHTER_CABINET,小川站在阿磊侧后，红领巾被屏幕光照亮，手还抓书包带,小川,不碰机器，只看,planned_panel_whitebox
MSB032,B02,04,找到街霸,SCN_ARCADE,yes,WB2_ARCADE_MSB032,whitebox_renders_v2/B02/WB2_ARCADE_MSB032.png,街霸机、阿磊、彬子站位需要锁定,CAM_ARCADE_02_STREET_FIGHTER_CABINET,小满只露出半张脸和浅色衬衫，躲在小川身后看屏幕,小满,贴近小川,planned_panel_whitebox
MSB033,B02,04,找到街霸,SCN_ARCADE,yes,WB2_ARCADE_MSB033,whitebox_renders_v2/B02/WB2_ARCADE_MSB033.png,街霸机、阿磊、彬子站位需要锁定,CAM_ARCADE_02_STREET_FIGHTER_CABINET,阿磊的儿童手指放到彩色按钮上，袖口磨毛和按钮划痕同框,阿磊/道具,手开始操作前的准备,planned_panel_whitebox
MSB034,B02,04,找到街霸,SCN_ARCADE,yes,WB2_ARCADE_MSB034,whitebox_renders_v2/B02/WB2_ARCADE_MSB034.png,街霸机、阿磊、彬子站位需要锁定,CAM_ARCADE_02_STREET_FIGHTER_CABINET,彬子从机器另一侧进入画面，黄发梢和黑夹克先被看见,彬子,下巴前顶，靠近机器,planned_panel_whitebox
MSB035,B02,04,找到街霸,SCN_ARCADE,yes,WB2_ARCADE_MSB035,whitebox_renders_v2/B02/WB2_ARCADE_MSB035.png,街霸机、阿磊、彬子站位需要锁定,CAM_ARCADE_02_STREET_FIGHTER_CABINET,阿磊和彬子分别站在机器两侧，屏幕在中间，身高差和气势差清楚,阿磊/彬子,对战站位锁定,planned_panel_whitebox
MSB036,B02,04,找到街霸,SCN_ARCADE,yes,WB2_ARCADE_MSB036,whitebox_renders_v2/B02/WB2_ARCADE_MSB036.png,街霸机、阿磊、彬子站位需要锁定,CAM_ARCADE_02_STREET_FIGHTER_CABINET,小川看见彬子，笑意收住，眼睛从屏幕移到彬子脸上,小川,头部小幅转移,planned_panel_whitebox
MSB037,B02,04,找到街霸,SCN_ARCADE,yes,WB2_ARCADE_MSB037,whitebox_renders_v2/B02/WB2_ARCADE_MSB037.png,街霸机、阿磊、彬子站位需要锁定,CAM_ARCADE_02_STREET_FIGHTER_CABINET,硬币投入街机槽，金属声和 CRT 光形成对战开始点,道具,手离开硬币槽,planned_panel_whitebox
MSB038,B02,05,哥哥打赢老大,SCN_ARCADE,yes,WB2_ARCADE_MSB038,whitebox_renders_v2/B02/WB2_ARCADE_MSB038.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_03_DUEL_OVER_SHOULDER,阿磊左前景肩背、彬子右侧，街霸屏幕夹在中间,阿磊/彬子,镜头固定在屏幕和肩背之间,planned_panel_whitebox
MSB039,B02,05,哥哥打赢老大,SCN_ARCADE,yes,WB2_ARCADE_MSB039,whitebox_renders_v2/B02/WB2_ARCADE_MSB039.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_03_DUEL_OVER_SHOULDER,阿磊手指在彩色按钮上快速动作，袖口磨毛明显,阿磊/道具,只拍手和按钮,planned_panel_whitebox
MSB040,B02,05,哥哥打赢老大,SCN_ARCADE,yes,WB2_ARCADE_MSB040,whitebox_renders_v2/B02/WB2_ARCADE_MSB040.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_03_DUEL_OVER_SHOULDER,彬子侧脸被 CRT 光照亮，嘴角歪，眼睛从下往上瞪,彬子,下巴前顶,planned_panel_whitebox
MSB041,B02,05,哥哥打赢老大,SCN_ARCADE,yes,WB2_ARCADE_MSB041,whitebox_renders_v2/B02/WB2_ARCADE_MSB041.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_03_DUEL_OVER_SHOULDER,小川不看屏幕，先看阿磊脸色，试图判断能不能高兴,小川,攥书包带更紧,planned_panel_whitebox
MSB042,B02,05,哥哥打赢老大,SCN_ARCADE,yes,WB2_ARCADE_MSB042,whitebox_renders_v2/B02/WB2_ARCADE_MSB042.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_03_DUEL_OVER_SHOULDER,街霸屏幕出现强烈攻击闪光，不需要真实游戏版权细节,街机屏幕,CRT 闪烁,planned_panel_whitebox
MSB043,B02,05,哥哥打赢老大,SCN_ARCADE,yes,WB2_ARCADE_MSB043,whitebox_renders_v2/B02/WB2_ARCADE_MSB043.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_03_DUEL_OVER_SHOULDER,阿磊嘴角轻微上扬但不敢太明显，肩膀一抖,阿磊,手继续操作,planned_panel_whitebox
MSB044,B02,05,哥哥打赢老大,SCN_ARCADE,yes,WB2_ARCADE_MSB044,whitebox_renders_v2/B02/WB2_ARCADE_MSB044.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_03_DUEL_OVER_SHOULDER,彬子笑意消失，眨眼变少，鼻翼绷紧,彬子,身体僵住,planned_panel_whitebox
MSB045,B02,05,哥哥打赢老大,SCN_ARCADE,yes,WB2_ARCADE_MSB045,whitebox_renders_v2/B02/WB2_ARCADE_MSB045.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_03_DUEL_OVER_SHOULDER,CRT 胜利画面红光爆亮，屏幕边缘反射在机身上,街机屏幕,画面闪红,planned_panel_whitebox
MSB046,B02,05,哥哥打赢老大,SCN_ARCADE,yes,WB2_ARCADE_MSB046,whitebox_renders_v2/B02/WB2_ARCADE_MSB046.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_03_DUEL_OVER_SHOULDER,胜利红光照到彬子脸，黄发梢和嘴角小痣清楚,彬子,完全停住一拍,planned_panel_whitebox
MSB047,B02,05,哥哥打赢老大,SCN_ARCADE,yes,WB2_ARCADE_MSB047,whitebox_renders_v2/B02/WB2_ARCADE_MSB047.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_03_DUEL_OVER_SHOULDER,阿磊想笑又忍住，手从按钮上离开，下巴更高,阿磊,肩膀轻抖,planned_panel_whitebox
MSB048,B02,05,哥哥打赢老大,SCN_ARCADE,yes,WB2_ARCADE_MSB048,whitebox_renders_v2/B02/WB2_ARCADE_MSB048.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_03_DUEL_OVER_SHOULDER,小川看到哥哥赢，嘴角刚要笑，眼睛还看彬子反应,小川,身体没有靠前,planned_panel_whitebox
MSB049,B02,05,哥哥打赢老大,SCN_ARCADE,yes,WB2_ARCADE_MSB049,whitebox_renders_v2/B02/WB2_ARCADE_MSB049.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_03_DUEL_OVER_SHOULDER,彬子越过街机盯住阿磊，背景三同伙模糊出现,彬子/阿磊,彬子不动，只看,planned_panel_whitebox
MSB050,B02,06,老大记仇,SCN_ARCADE,yes,WB2_ARCADE_MSB050,whitebox_renders_v2/B02/WB2_ARCADE_MSB050.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_04_BOSS_LOSES_REACTION,彬子脸在红光里僵住，嘴角歪笑消失，下颌咬紧,彬子,只允许眼神变化,planned_panel_whitebox
MSB051,B02,06,老大记仇,SCN_ARCADE,yes,WB2_ARCADE_MSB051,whitebox_renders_v2/B02/WB2_ARCADE_MSB051.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_04_BOSS_LOSES_REACTION,高杆从背景一侧靠近，灰白夹克和长手臂先形成剪影,高杆,慢慢站到边缘,planned_panel_whitebox
MSB052,B02,06,老大记仇,SCN_ARCADE,yes,WB2_ARCADE_MSB052,whitebox_renders_v2/B02/WB2_ARCADE_MSB052.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_04_BOSS_LOSES_REACTION,大海宽身体进入背景，褪色 T 恤和宽站姿把空间堵住,大海,脚站宽，抹汗,planned_panel_whitebox
MSB053,B02,06,老大记仇,SCN_ARCADE,yes,WB2_ARCADE_MSB053,whitebox_renders_v2/B02/WB2_ARCADE_MSB053.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_04_BOSS_LOSES_REACTION,小齐本来想笑，看到彬子脸色后笑收住，手抠袖口,小齐,身体前探又缩回,planned_panel_whitebox
MSB054,B02,06,老大记仇,SCN_ARCADE,yes,WB2_ARCADE_MSB054,whitebox_renders_v2/B02/WB2_ARCADE_MSB054.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_04_BOSS_LOSES_REACTION,彬子矮在前，高杆高瘦、大海宽、小齐飘在边缘，轮廓差异清楚,混混四人,slow push-in,planned_panel_whitebox
MSB055,B02,06,老大记仇,SCN_ARCADE,yes,WB2_ARCADE_MSB055,whitebox_renders_v2/B02/WB2_ARCADE_MSB055.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_04_BOSS_LOSES_REACTION,阿磊带着弟弟准备离开，还在压住笑意,阿磊/三兄弟,向门口方向转身,planned_panel_whitebox
MSB056,B02,06,老大记仇,SCN_ARCADE,yes,WB2_ARCADE_MSB056,whitebox_renders_v2/B02/WB2_ARCADE_MSB056.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_04_BOSS_LOSES_REACTION,彬子盯着阿磊背影，手把腰包往上一拽,彬子,手部动作短促,planned_panel_whitebox
MSB057,B02,06,老大记仇,SCN_ARCADE,yes,WB2_ARCADE_MSB057,whitebox_renders_v2/B02/WB2_ARCADE_MSB057.png,街霸机两侧对位和四人组聚拢需要锁定,CAM_ARCADE_04_BOSS_LOSES_REACTION,游戏厅仍热闹，但四人组所在区域像被声音抽空,混混四人/环境,背景人模糊不抢主体,planned_panel_whitebox
MSB058,B03,07,志得意满离开,SCN_EXIT,yes,WB2_EXIT_MSB058,whitebox_renders_v2/B03/WB2_EXIT_MSB058.png,已有白模大致可支撑，必要时补,CAM_ARCADE_EXIT_01_LEAVING,三兄弟从门内 CRT 彩光走进门外黄路灯，色温切换清楚,三兄弟,从室内到门口,planned_panel_whitebox
MSB059,B03,07,志得意满离开,SCN_EXIT,yes,WB2_EXIT_MSB059,whitebox_renders_v2/B03/WB2_EXIT_MSB059.png,已有白模大致可支撑，必要时补,CAM_ARCADE_EXIT_01_LEAVING,阿磊边走边用手模仿刚才的操作，肩膀抖一下,阿磊,手部比划小幅,planned_panel_whitebox
MSB060,B03,07,志得意满离开,SCN_EXIT,yes,WB2_EXIT_MSB060,whitebox_renders_v2/B03/WB2_EXIT_MSB060.png,已有白模大致可支撑，必要时补,CAM_ARCADE_EXIT_01_LEAVING,小川偷偷学阿磊按键动作，马上又攥回书包带,小川,动作小而短,planned_panel_whitebox
MSB061,B03,07,志得意满离开,SCN_EXIT,yes,WB2_EXIT_MSB061,whitebox_renders_v2/B03/WB2_EXIT_MSB061.png,已有白模大致可支撑，必要时补,CAM_ARCADE_EXIT_01_LEAVING,小满看小川笑才跟着笑，衣角还攥在手里,小满,脚步慢半拍,planned_panel_whitebox
MSB062,B03,07,志得意满离开,SCN_EXIT,yes,WB2_EXIT_MSB062,whitebox_renders_v2/B03/WB2_EXIT_MSB062.png,已有白模大致可支撑，必要时补,CAM_ARCADE_EXIT_01_LEAVING,游戏机房门口缩在老楼角落里，三兄弟走向小路方向,环境/三兄弟,低机位跟拍,planned_panel_whitebox
MSB063,B03,07,志得意满离开,SCN_EXIT,yes,WB2_EXIT_MSB063,whitebox_renders_v2/B03/WB2_EXIT_MSB063.png,已有白模大致可支撑，必要时补,CAM_ARCADE_EXIT_01_LEAVING,门口旧招牌和漏出的彩光逐渐留在后景，街机声远去,环境,镜头被暗处遮挡,planned_panel_whitebox
MSB064,B03,07,志得意满离开,SCN_EXIT,yes,WB2_EXIT_MSB064,whitebox_renders_v2/B03/WB2_EXIT_MSB064.png,已有白模大致可支撑，必要时补,CAM_ARCADE_EXIT_01_LEAVING,阿磊保持前方，小川半步后，小满最后，队形回到初始但更放松,三兄弟,向小路方向走,planned_panel_whitebox
MSB065,B03,07,志得意满离开,SCN_EXIT,yes,WB2_EXIT_MSB065,whitebox_renders_v2/B03/WB2_EXIT_MSB065.png,已有白模大致可支撑，必要时补,CAM_ARCADE_EXIT_01_LEAVING,三兄弟走进老小区背后的暗巷入口，黄路灯把影子拉长,三兄弟/环境,影子变长,planned_panel_whitebox
MSB066,B03,08,偏僻小路,SCN_ALLEY,yes,WB2_ALLEY_MSB066,whitebox_renders_v2/B03/WB2_ALLEY_MSB066.png,同场景前进路径和入口/阴影关系需要锁定,CAM_ALLEY_01_WALK_HOME,狭窄小路两侧围墙和杂草，远处旧路灯，路面湿而空,环境,locked-off,planned_panel_whitebox
MSB067,B03,08,偏僻小路,SCN_ALLEY,yes,WB2_ALLEY_MSB067,whitebox_renders_v2/B03/WB2_ALLEY_MSB067.png,同场景前进路径和入口/阴影关系需要锁定,CAM_ALLEY_01_WALK_HOME,三兄弟从画面左侧进入，小路深处留出危险空间,三兄弟,低机位 tracking,planned_panel_whitebox
MSB068,B03,08,偏僻小路,SCN_ALLEY,yes,WB2_ALLEY_MSB068,whitebox_renders_v2/B03/WB2_ALLEY_MSB068.png,同场景前进路径和入口/阴影关系需要锁定,CAM_ALLEY_01_WALK_HOME,阿磊边走边比划摇杆，小川抬头认真听,阿磊/小川,向前走，手比划,planned_panel_whitebox
MSB069,B03,08,偏僻小路,SCN_ALLEY,yes,WB2_ALLEY_MSB069,whitebox_renders_v2/B03/WB2_ALLEY_MSB069.png,同场景前进路径和入口/阴影关系需要锁定,CAM_ALLEY_01_WALK_HOME,小满落后半步，脚尖内扣，努力跟上哥哥节奏,小满,小跑两步追上,planned_panel_whitebox
MSB070,B03,08,偏僻小路,SCN_ALLEY,yes,WB2_ALLEY_MSB070,whitebox_renders_v2/B03/WB2_ALLEY_MSB070.png,同场景前进路径和入口/阴影关系需要锁定,CAM_ALLEY_01_WALK_HOME,路边碎砖石和一块普通石块在画面角落出现，不被强调成武器,道具/环境,固定低角度,planned_panel_whitebox
MSB071,B03,08,偏僻小路,SCN_ALLEY,yes,WB2_ALLEY_MSB071,whitebox_renders_v2/B03/WB2_ALLEY_MSB071.png,同场景前进路径和入口/阴影关系需要锁定,CAM_ALLEY_01_WALK_HOME,小川从石块旁走过，完全没注意，书包甩过前景,小川/道具,石块作为环境锚点,planned_panel_whitebox
MSB072,B03,08,偏僻小路,SCN_ALLEY,yes,WB2_ALLEY_MSB072,whitebox_renders_v2/B03/WB2_ALLEY_MSB072.png,同场景前进路径和入口/阴影关系需要锁定,CAM_ALLEY_01_WALK_HOME,小路前方灯下出现几个人影，三兄弟还未完全意识到,混混远影/三兄弟,人物在远处不清晰,planned_panel_whitebox
MSB073,B03,08,偏僻小路,SCN_ALLEY,yes,WB2_ALLEY_MSB073,whitebox_renders_v2/B03/WB2_ALLEY_MSB073.png,同场景前进路径和入口/阴影关系需要锁定,CAM_ALLEY_01_WALK_HOME,阿磊的比划停住，身体略挡到小川前面,阿磊,步子慢下来,planned_panel_whitebox
MSB074,B03,08,偏僻小路,SCN_ALLEY,yes,WB2_ALLEY_MSB074,whitebox_renders_v2/B03/WB2_ALLEY_MSB074.png,同场景前进路径和入口/阴影关系需要锁定,CAM_ALLEY_01_WALK_HOME,小川不看前方，先看阿磊脸色，笑收住,小川,头转向阿磊,planned_panel_whitebox
MSB075,B03,08,偏僻小路,SCN_ALLEY,yes,WB2_ALLEY_MSB075,whitebox_renders_v2/B03/WB2_ALLEY_MSB075.png,同场景前进路径和入口/阴影关系需要锁定,CAM_ALLEY_01_WALK_HOME,三兄弟停住，前方阴影更清楚，后方路变暗,三兄弟/环境,左右空间锁定,planned_panel_whitebox
MSB076,B03,09,四人堵路,SCN_ALLEY,yes,WB2_ALLEY_MSB076,whitebox_renders_v2/B03/WB2_ALLEY_MSB076.png,堵路左右阵营和封路关系需要锁定,CAM_ALLEY_02_BLOCKED,彬子带三人从小路前方堵住去路，四人剪影差异明显,混混四人,locked-off,planned_panel_whitebox
MSB077,B03,09,四人堵路,SCN_ALLEY,yes,WB2_ALLEY_MSB077,whitebox_renders_v2/B03/WB2_ALLEY_MSB077.png,堵路左右阵营和封路关系需要锁定,CAM_ALLEY_02_BLOCKED,彬子短小身形向前压，下巴顶出，手拽腰包,彬子,向前半步后停,planned_panel_whitebox
MSB078,B03,09,四人堵路,SCN_ALLEY,yes,WB2_ALLEY_MSB078,whitebox_renders_v2/B03/WB2_ALLEY_MSB078.png,堵路左右阵营和封路关系需要锁定,CAM_ALLEY_02_BLOCKED,高杆站在路边，长手臂横住墙边空隙,高杆,横臂封路,planned_panel_whitebox
