shot_id,sequence,story_beat,duration_sec,aspect_ratio,location,character_stage_lock,start_frame,end_frame,camera,action,lighting,continuity_lock,prompt_path,status,video_unit_id,video_unit_type,keyframe_role,unit_prompt_path,transition_in_edges,transition_out_edges,previs_strategy,whitebox_required
OP_SHOT_024,REF003_FULL_OP,车辆/飞行器空中动作,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_VEHICLE_ACTION,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 00:49.50,Next reference beat 00:51.50,fast action cut from character energy to vehicle/air movement and group lineup,"A retro adventure vehicle or craft arcs through blue sky and cloud spray, energetic but readable.",bright sky/city,车辆/飞行器比例和方向要锁；不生成文字。,07_shots/prompts/OP_SHOT_024.md,generated_reference003_qa_pass,VU_REF003_012_GRANDIS_VEHICLE_ACTION,vehicle_action_bridge,图2 / vehicle_sky_action,07_shots/video_prompts_by_unit/VU_REF003_012_GRANDIS_VEHICLE_ACTION.md,TE_REF003_023_023_TO_024,TE_REF003_024_024_TO_025,blender_or_whitebox_first,true
OP_SHOT_025,REF003_FULL_OP,全员群像,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_VEHICLE_ACTION,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 00:51.50,Next reference beat 00:52.50,fast action cut from character energy to vehicle/air movement and group lineup,"Main group lineup in a bright character tableau, no text overlay.",bright sky/city,车辆/飞行器比例和方向要锁；不生成文字。,07_shots/prompts/OP_SHOT_025.md,generated_reference003_qa_pass,VU_REF003_012_GRANDIS_VEHICLE_ACTION,vehicle_action_bridge,图3 / group_lineup,07_shots/video_prompts_by_unit/VU_REF003_012_GRANDIS_VEHICLE_ACTION.md,TE_REF003_024_024_TO_025,TE_REF003_025_025_TO_026,blender_or_whitebox_first,true
OP_SHOT_026,REF003_FULL_OP,Nautilus 水下初现,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_NAUTILUS_UNDERSEA,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 00:52.50,Next reference beat 00:55.00,slow underwater tracking pass under shafts of light,"Deep blue underwater light shafts with Nautilus silhouette entering, no credits.",blue underwater shafts,潜艇空间连续和比例重要，文字全部替换为干净水下空间。,07_shots/prompts/OP_SHOT_026.md,generated_reference003_qa_pass,VU_REF003_013_NAUTILUS_UNDERSEA_CREDITS,undersea_submarine_sequence,图1 / undersea_start,07_shots/video_prompts_by_unit/VU_REF003_013_NAUTILUS_UNDERSEA_CREDITS.md,TE_REF003_025_025_TO_026,TE_REF003_026_026_TO_027,blender_or_whitebox_first,true
OP_SHOT_027,REF003_FULL_OP,Nautilus 水下通过,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_NAUTILUS_UNDERSEA,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 00:55.00,Next reference beat 00:58.50,slow underwater tracking pass under shafts of light,"Nautilus passes under shimmering surface light, large but graceful.",blue underwater shafts,潜艇空间连续和比例重要，文字全部替换为干净水下空间。,07_shots/prompts/OP_SHOT_027.md,generated_reference003_qa_pass,VU_REF003_013_NAUTILUS_UNDERSEA_CREDITS,undersea_submarine_sequence,图2 / undersea_pass,07_shots/video_prompts_by_unit/VU_REF003_013_NAUTILUS_UNDERSEA_CREDITS.md,TE_REF003_026_026_TO_027,TE_REF003_027_027_TO_028,blender_or_whitebox_first,true
OP_SHOT_028,REF003_FULL_OP,Nautilus 深蓝剪影,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_NAUTILUS_UNDERSEA,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 00:58.50,Next reference beat 01:01.50,slow underwater tracking pass under shafts of light,"Submarine silhouette deepens in blue water with moving light bands, no text.",blue underwater shafts,潜艇空间连续和比例重要，文字全部替换为干净水下空间。,07_shots/prompts/OP_SHOT_028.md,generated_reference003_qa_pass,VU_REF003_013_NAUTILUS_UNDERSEA_CREDITS,undersea_submarine_sequence,图3 / undersea_shadow,07_shots/video_prompts_by_unit/VU_REF003_013_NAUTILUS_UNDERSEA_CREDITS.md,TE_REF003_027_027_TO_028,TE_REF003_028_028_TO_029,blender_or_whitebox_first,true
OP_SHOT_029,REF003_FULL_OP,夜城初现,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_NIGHT_GRID,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 01:01.50,Next reference beat 01:03.50,slow reveal from dark aircraft/sky to glowing blue grid and city lights,"Dark night city under hovering craft lights, blue tones and mysterious scale.",night blue and warm city lights,蓝色图案可抽象但不能生成可读文字。,07_shots/prompts/OP_SHOT_029.md,generated_reference003_qa_pass,VU_REF003_014_NIGHT_CITY_BLUE_GRID,night_city_symbolic_reveal,图1 / night_city_reveal,07_shots/video_prompts_by_unit/VU_REF003_014_NIGHT_CITY_BLUE_GRID.md,TE_REF003_028_028_TO_029,TE_REF003_029_029_TO_030,blender_or_whitebox_first,true
OP_SHOT_030,REF003_FULL_OP,蓝色地面图案,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_NIGHT_GRID,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 01:03.50,Next reference beat 01:05.50,slow reveal from dark aircraft/sky to glowing blue grid and city lights,"Glowing blue geometric grid or diagram across the ground with city lights beyond, no readable symbols.",night blue and warm city lights,蓝色图案可抽象但不能生成可读文字。,07_shots/prompts/OP_SHOT_030.md,generated_reference003_qa_pass,VU_REF003_014_NIGHT_CITY_BLUE_GRID,night_city_symbolic_reveal,图2 / glowing_blue_grid,07_shots/video_prompts_by_unit/VU_REF003_014_NIGHT_CITY_BLUE_GRID.md,TE_REF003_029_029_TO_030,TE_REF003_030_030_TO_031,blender_or_whitebox_first,true
OP_SHOT_031,REF003_FULL_OP,夜航飞行器,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_NIGHT_AIRCRAFT,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 01:05.50,Next reference beat 01:06.50,short dark vehicle pass,"Dark retro aircraft passes at night with small colored lights, no text.",dark blue night with small red/purple lights,短促桥接，不扩成长动作。,07_shots/prompts/OP_SHOT_031.md,generated_reference003_qa_pass,VU_REF003_015_NIGHT_AIRCRAFT_PASS,brief_night_vehicle_pass,图1 / night_aircraft_pass,07_shots/video_prompts_by_unit/VU_REF003_015_NIGHT_AIRCRAFT_PASS.md,TE_REF003_030_030_TO_031,TE_REF003_031_031_TO_032,blender_or_whitebox_first,true
OP_SHOT_032,REF003_FULL_OP,Nemo 夕景初入,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_NEMO,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 01:06.50,Next reference beat 01:09.50,portrait hold with subtle push or wind,"Stern adult submarine captain in dark uniform and white cap against sunset sky, no text.",warm sunset sky,成人肖像，不要加入 karaoke/credits text。,07_shots/prompts/OP_SHOT_032.md,generated_reference003_qa_pass,VU_REF003_016_NEMO_SUNSET_PROFILE,adult_portrait_hold,图1 / Nemo_profile_start,07_shots/video_prompts_by_unit/VU_REF003_016_NEMO_SUNSET_PROFILE.md,TE_REF003_031_031_TO_032,TE_REF003_032_032_TO_033,script_unit_prompt_first,false
OP_SHOT_033,REF003_FULL_OP,Nemo 夕景 hold,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_NEMO,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 01:09.50,Next reference beat 01:12.00,portrait hold with subtle push or wind,"Nemo holds a dignified profile at sunset, wind and coat shape clear.",warm sunset sky,成人肖像，不要加入 karaoke/credits text。,07_shots/prompts/OP_SHOT_033.md,generated_reference003_qa_pass,VU_REF003_016_NEMO_SUNSET_PROFILE,adult_portrait_hold,图2 / Nemo_profile_hold,07_shots/video_prompts_by_unit/VU_REF003_016_NEMO_SUNSET_PROFILE.md,TE_REF003_032_032_TO_033,TE_REF003_033_033_TO_034,script_unit_prompt_first,false
OP_SHOT_034,REF003_FULL_OP,Nadia 庄重正面,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_NADIA_SOLEMN,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 01:12.00,Next reference beat 01:13.50,still portrait hold,"Nadia C-version front close-up in cool symbolic light, serious and age-safe.",cool blue symbolic light,Nadia C 锁定，年龄安全，服装保守。,07_shots/prompts/OP_SHOT_034.md,generated_reference003_qa_pass,VU_REF003_017_NADIA_SOLEMN_CLOSE,solemn_character_close,图1 / Nadia_solemn_front,07_shots/video_prompts_by_unit/VU_REF003_017_NADIA_SOLEMN_CLOSE.md,TE_REF003_033_033_TO_034,TE_REF003_034_034_TO_035,script_unit_prompt_first,false
OP_SHOT_035,REF003_FULL_OP,Blue Water 宝石象征,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_BLUE_WATER,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 01:13.50,Next reference beat 01:15.00,jewel/symbol overlay dissolves into blue underwater texture,"Blue Water jewel/sapphire symbol over clean blue field, no text or marks.",cyan/blue glow,保留 Blue Water 象征，不生成 NHK 或文字。,07_shots/prompts/OP_SHOT_035.md,generated_reference003_qa_pass,VU_REF003_018_BLUE_WATER_SYMBOL,symbolic_jewel_transition,图1 / Blue_Water_jewel_symbol,07_shots/video_prompts_by_unit/VU_REF003_018_BLUE_WATER_SYMBOL.md,TE_REF003_034_034_TO_035,TE_REF003_035_035_TO_036,script_unit_prompt_first,false
OP_SHOT_036,REF003_FULL_OP,蓝色符号光,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_BLUE_WATER,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 01:15.00,Next reference beat 01:16.50,jewel/symbol overlay dissolves into blue underwater texture,"Cyan-blue bloom or energy texture replaces original text overlay, jewel feeling preserved.",cyan/blue glow,保留 Blue Water 象征，不生成 NHK 或文字。,07_shots/prompts/OP_SHOT_036.md,generated_reference003_qa_pass,VU_REF003_018_BLUE_WATER_SYMBOL,symbolic_jewel_transition,图2 / blue_symbol_bloom,07_shots/video_prompts_by_unit/VU_REF003_018_BLUE_WATER_SYMBOL.md,TE_REF003_035_035_TO_036,TE_REF003_036_036_TO_037,script_unit_prompt_first,false
OP_SHOT_037,REF003_FULL_OP,水下蓝色纹理,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_BLUE_WATER,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 01:16.50,Next reference beat 01:18.00,jewel/symbol overlay dissolves into blue underwater texture,"Underwater blue texture and light pattern, clean and text-free.",cyan/blue glow,保留 Blue Water 象征，不生成 NHK 或文字。,07_shots/prompts/OP_SHOT_037.md,generated_reference003_qa_pass,VU_REF003_018_BLUE_WATER_SYMBOL,symbolic_jewel_transition,图3 / underwater_texture,07_shots/video_prompts_by_unit/VU_REF003_018_BLUE_WATER_SYMBOL.md,TE_REF003_036_036_TO_037,TE_REF003_037_037_TO_038,script_unit_prompt_first,false
OP_SHOT_038,REF003_FULL_OP,水花爆发,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_WATER_SPLASH,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 01:18.00,Next reference beat 01:19.00,bursting water transition into sky,"Bright water/ice-like burst fills frame with blue-white motion, no text.",bright blue/white,动态水花转场，禁止文字。,07_shots/prompts/OP_SHOT_038.md,generated_reference003_qa_pass,VU_REF003_019_WATER_SPLASH_TRANSITION,water_burst_transition,图1 / water_burst,07_shots/video_prompts_by_unit/VU_REF003_019_WATER_SPLASH_TRANSITION.md,TE_REF003_037_037_TO_038,TE_REF003_038_038_TO_039,script_unit_prompt_first,false
OP_SHOT_039,REF003_FULL_OP,水花转蓝天,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_WATER_SPLASH,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 01:19.00,Next reference beat 01:20.00,bursting water transition into sky,Water streaks clear into blue sky and white cloud fragments.,bright blue/white,动态水花转场，禁止文字。,07_shots/prompts/OP_SHOT_039.md,generated_reference003_qa_pass,VU_REF003_019_WATER_SPLASH_TRANSITION,water_burst_transition,图2 / splash_to_sky,07_shots/video_prompts_by_unit/VU_REF003_019_WATER_SPLASH_TRANSITION.md,TE_REF003_038_038_TO_039,TE_REF003_039_039_TO_040,script_unit_prompt_first,false
OP_SHOT_040,REF003_FULL_OP,最终蓝天安全位,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_FINAL_SKY,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 01:20.00,Next reference beat 01:22.00,locked final sky hold with sun glow,"Clean final blue sky card with soft cloud and no text, replacing the broadcaster end card.",bright sun glow,这里是最终 logo-safe 留白，不生成 NHK 或任何字。,07_shots/prompts/OP_SHOT_040.md,generated_reference003_qa_pass,VU_REF003_020_FINAL_SKY_SAFE_HOLD,final_no_text_sky_hold,图1 / final_sky_safe,07_shots/video_prompts_by_unit/VU_REF003_020_FINAL_SKY_SAFE_HOLD.md,TE_REF003_039_039_TO_040,TE_REF003_040_040_TO_041,script_unit_prompt_first,false
OP_SHOT_041,REF003_FULL_OP,最终太阳 hold,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_FINAL_SKY,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 01:22.00,Next reference beat 01:23.50,locked final sky hold with sun glow,"Blue sky with bright sun glow and clear negative space, no logo or text.",bright sun glow,这里是最终 logo-safe 留白，不生成 NHK 或任何字。,07_shots/prompts/OP_SHOT_041.md,generated_reference003_qa_pass,VU_REF003_020_FINAL_SKY_SAFE_HOLD,final_no_text_sky_hold,图2 / final_sun_hold,07_shots/video_prompts_by_unit/VU_REF003_020_FINAL_SKY_SAFE_HOLD.md,TE_REF003_040_040_TO_041,TE_REF003_041_041_TO_042,script_unit_prompt_first,false
OP_SHOT_042,REF003_FULL_OP,黑场结尾,,4:3 source / 21:9 remake framing decision pending,SCN_REF003_BLACK_TAIL,BIBLE_OP_ACCURATE_REFERENCE003;BIBLE_NO_TEXT_LOGO;BIBLE_NADIA_C_SELECTED;BIBLE_JEAN_14,Reference time 01:23.50,Next reference beat 01:24.44,cut to black,Clean black tail frame after the final sky hold.,black,编辑黑场，作为结尾。,07_shots/prompts/OP_SHOT_042.md,generated_reference003_qa_pass,VU_REF003_021_BLACK_TAIL,editorial_black_tail,图1 / black_tail,07_shots/video_prompts_by_unit/VU_REF003_021_BLACK_TAIL.md,TE_REF003_041_041_TO_042,,script_unit_prompt_first,false
