panel_id,batch,clip,clip_title,scene_id,camera,asset_type,priority,pure_path,annotated_path,pure_prompt,negative_prompt,spatial_lock,story_stage,stage_name,character_stage_lock,wardrobe_state,emotion_state,environment_stage_lock,whitebox_reference_path
MSB001,B01,01,老小区建立,SCN_COMPOUND,CAM_COMPOUND_01_ESTABLISH,storyboard,A,visual_assets/pure/micro_storyboard/B01/MSB001_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB001_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S0_START_CLEAN 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 现代商业街、明亮商铺、现代招牌、人群拥挤; 现代商铺化、入口漂移. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Pre-fight children must not be muddy, wet, heavily grimy, post-fight, or post-escape. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair.",老旧居民楼一楼偏僻角落、发黄水泥墙、晾衣绳、破自行车、潮湿地面、门内微弱 CRT 蓝绿光 / Environment continuity lock,S0_START_CLEAN,起始干净阶段 / Start clean,角色焦点：环境；连续性：老旧居民楼一楼偏僻角落、发黄水泥墙、晾衣绳、破自行车、潮湿地面、门内微弱 CRT 蓝绿光 / Character focus: 环境; continuity: 老旧居民楼一楼偏僻角落、发黄水泥墙、晾衣绳、破自行车、潮湿地面、门内微弱 CRT 蓝绿光,角色焦点：环境；连续性：老旧居民楼一楼偏僻角落、发黄水泥墙、晾衣绳、破自行车、潮湿地面、门内微弱 CRT 蓝绿光 / Character focus: 环境; continuity: 老旧居民楼一楼偏僻角落、发黄水泥墙、晾衣绳、破自行车、潮湿地面、门内微弱 CRT 蓝绿光,无人物，只有潮湿和静默 / Emotion state from panel plan,老旧居民楼一楼偏僻角落、发黄水泥墙、晾衣绳、破自行车、潮湿地面、门内微弱 CRT 蓝绿光 / Environment continuity lock,whitebox_renders_v2/B01/WB2_COMPOUND_MSB001.png
MSB044,B02,05,哥哥打赢老大,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,storyboard,A,visual_assets/pure/micro_storyboard/B02/MSB044_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB044_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S1_ARCADE_PLAY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 现实拳脚打斗、主角参与对战、屏幕变现代游戏、胜利过度欢乐; 对战变现实打斗. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Pre-fight children must not be muddy, wet, heavily grimy, post-fight, or post-escape. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Environment continuity lock,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：彬子；连续性：哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Character focus: 彬子; continuity: 哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观,角色焦点：彬子；连续性：哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Character focus: 彬子; continuity: 哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观,从轻蔑转为不信 / Emotion state from panel plan,哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Environment continuity lock,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png
MSB045,B02,05,哥哥打赢老大,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,keyframe,A,visual_assets/pure/micro_storyboard/B02/MSB045_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB045_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S1_ARCADE_PLAY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 现实拳脚打斗、主角参与对战、屏幕变现代游戏、胜利过度欢乐; 对战变现实打斗. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Pre-fight children must not be muddy, wet, heavily grimy, post-fight, or post-escape. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Environment continuity lock,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：街机屏幕；连续性：哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Character focus: 街机屏幕; continuity: 哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观,角色焦点：街机屏幕；连续性：哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Character focus: 街机屏幕; continuity: 哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观,无人物，胜负确定 / Emotion state from panel plan,哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Environment continuity lock,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png
MSB046,B02,05,哥哥打赢老大,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,keyframe,A,visual_assets/pure/micro_storyboard/B02/MSB046_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB046_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S1_ARCADE_PLAY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 现实拳脚打斗、主角参与对战、屏幕变现代游戏、胜利过度欢乐; 对战变现实打斗. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Pre-fight children must not be muddy, wet, heavily grimy, post-fight, or post-escape. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Environment continuity lock,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：彬子；连续性：哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Character focus: 彬子; continuity: 哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观,角色焦点：彬子；连续性：哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Character focus: 彬子; continuity: 哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观,受辱后僵住 / Emotion state from panel plan,哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Environment continuity lock,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png
MSB047,B02,05,哥哥打赢老大,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,storyboard,A,visual_assets/pure/micro_storyboard/B02/MSB047_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB047_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S1_ARCADE_PLAY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 现实拳脚打斗、主角参与对战、屏幕变现代游戏、胜利过度欢乐; 对战变现实打斗. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Pre-fight children must not be muddy, wet, heavily grimy, post-fight, or post-escape. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Environment continuity lock,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：阿磊；连续性：哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Character focus: 阿磊; continuity: 哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观,角色焦点：阿磊；连续性：哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Character focus: 阿磊; continuity: 哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观,得意但装成熟 / Emotion state from panel plan,哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Environment continuity lock,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png
MSB048,B02,05,哥哥打赢老大,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,storyboard,B,visual_assets/pure/micro_storyboard/B02/MSB048_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB048_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S1_ARCADE_PLAY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 现实拳脚打斗、主角参与对战、屏幕变现代游戏、胜利过度欢乐; 对战变现实打斗. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Pre-fight children must not be muddy, wet, heavily grimy, post-fight, or post-escape. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Environment continuity lock,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：小川；连续性：哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Character focus: 小川; continuity: 哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观,角色焦点：小川；连续性：哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Character focus: 小川; continuity: 哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观,半笑半怕 / Emotion state from panel plan,哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Environment continuity lock,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png
MSB049,B02,05,哥哥打赢老大,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,end_frame,A,visual_assets/pure/micro_storyboard/B02/MSB049_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB049_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S1_ARCADE_PLAY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 现实拳脚打斗、主角参与对战、屏幕变现代游戏、胜利过度欢乐; 对战变现实打斗. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Pre-fight children must not be muddy, wet, heavily grimy, post-fight, or post-escape. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Environment continuity lock,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：彬子/阿磊；连续性：哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Character focus: 彬子/阿磊; continuity: 哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观,角色焦点：彬子/阿磊；连续性：哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Character focus: 彬子/阿磊; continuity: 哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观,羞辱转为报复 / Emotion state from panel plan,哥哥左侧，彬子右侧，街霸屏幕居中，CRT 胜利红光，主角旁观 / Environment continuity lock,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png
MSB050,B02,06,老大记仇,SCN_ARCADE,CAM_ARCADE_04_BOSS_LOSES_REACTION,keyframe,A,visual_assets/pure/micro_storyboard/B02/MSB050_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB050_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S1_ARCADE_PLAY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 立刻动手、四人统一脸、成年人黑帮、西装化、夸张武器; 四人组同质化. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Pre-fight children must not be muddy, wet, heavily grimy, post-fight, or post-escape. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Environment continuity lock,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：彬子；连续性：彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Character focus: 彬子; continuity: 彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯,角色焦点：彬子；连续性：彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Character focus: 彬子; continuity: 彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯,受辱憋怒 / Emotion state from panel plan,彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Environment continuity lock,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_04_BOSS_LOSES_REACTION_constraint_whitebox_v001.png
MSB051,B02,06,老大记仇,SCN_ARCADE,CAM_ARCADE_04_BOSS_LOSES_REACTION,storyboard,A,visual_assets/pure/micro_storyboard/B02/MSB051_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB051_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S1_ARCADE_PLAY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 立刻动手、四人统一脸、成年人黑帮、西装化、夸张武器; 四人组同质化. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Pre-fight children must not be muddy, wet, heavily grimy, post-fight, or post-escape. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Environment continuity lock,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：高杆；连续性：彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Character focus: 高杆; continuity: 彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯,角色焦点：高杆；连续性：彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Character focus: 高杆; continuity: 彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯,半垂眼，无聊但压迫 / Emotion state from panel plan,彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Environment continuity lock,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_04_BOSS_LOSES_REACTION_constraint_whitebox_v001.png
MSB052,B02,06,老大记仇,SCN_ARCADE,CAM_ARCADE_04_BOSS_LOSES_REACTION,storyboard,B,visual_assets/pure/micro_storyboard/B02/MSB052_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB052_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S1_ARCADE_PLAY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 立刻动手、四人统一脸、成年人黑帮、西装化、夸张武器; 四人组同质化. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Pre-fight children must not be muddy, wet, heavily grimy, post-fight, or post-escape. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Environment continuity lock,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：大海；连续性：彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Character focus: 大海; continuity: 彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯,角色焦点：大海；连续性：彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Character focus: 大海; continuity: 彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯,看彬子脸色 / Emotion state from panel plan,彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Environment continuity lock,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_04_BOSS_LOSES_REACTION_constraint_whitebox_v001.png
MSB053,B02,06,老大记仇,SCN_ARCADE,CAM_ARCADE_04_BOSS_LOSES_REACTION,storyboard,B,visual_assets/pure/micro_storyboard/B02/MSB053_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB053_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S1_ARCADE_PLAY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 立刻动手、四人统一脸、成年人黑帮、西装化、夸张武器; 四人组同质化. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Pre-fight children must not be muddy, wet, heavily grimy, post-fight, or post-escape. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Environment continuity lock,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：小齐；连续性：彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Character focus: 小齐; continuity: 彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯,角色焦点：小齐；连续性：彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Character focus: 小齐; continuity: 彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯,讨好转紧张 / Emotion state from panel plan,彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Environment continuity lock,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_04_BOSS_LOSES_REACTION_constraint_whitebox_v001.png
MSB054,B02,06,老大记仇,SCN_ARCADE,CAM_ARCADE_04_BOSS_LOSES_REACTION,keyframe,A,visual_assets/pure/micro_storyboard/B02/MSB054_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB054_v001_annotated.png,"Create a pure cinematic image for AIGC video generation, 16:9 landscape, high-resolution film still quality, no visible text or annotations. 1990s small-town China, Chinese dreamcore realism, humid yellowed childhood memory, low light, subtle VHS grain, real old clothes and lived-in surfaces. Preserve character design v2 and scene spatial bible v1. Story-stage lock: S1_ARCADE_PLAY 【部分原文损坏，需从源文件重建 / Partial source text corrupted; rebuild from source】","No text, no captions, no Chinese characters, no English letters, no labels, no arrows, no diagrams, no storyboard frame, no contact sheet, no sketch lines, no layout notes, no watermark. Avoid: 立刻动手、四人统一脸、成年人黑帮、西装化、夸张武器; 四人组同质化. Do not change scene layout, character identities, clothing, lighting direction, or camera axis. Do not leak wardrobe, dirt, injury, expression, or environment state from a later story stage into this panel. Pre-fight children must not be muddy, wet, heavily grimy, post-fight, or post-escape. Do not make Xiao Man look like a smaller Xiao Chuan: no shared anxious round-eyed face, no right-ear anchor, no same spiky hair., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Environment continuity lock,S1_ARCADE_PLAY,游戏厅游玩阶段 / Arcade play,角色焦点：混混四人；连续性：彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Character focus: 混混四人; continuity: 彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯,角色焦点：混混四人；连续性：彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Character focus: 混混四人; continuity: 彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯,不同情绪：憋怒、冷、等命令、慌兴奋 / Emotion state from panel plan,彬子中右前景，高杆、大海、小齐聚到身后，CRT 红光和暗黄顶灯 / Environment continuity lock,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_04_BOSS_LOSES_REACTION_constraint_whitebox_v001.png
